bin	address	file_date	job_num	doc_num	job type	job_status	status_date	lic_num	applicant	in audit	zoning	details
1085354	423 WEST  125 STREET MANHATTAN	02/13/2009	110454259	01	A2	R PERMIT-ENTIRE	02/21/2012	0013383 RA	HUNTER		NOT APPLICABLE	" 
		
			 FILING FOR MINOR INTERIOR RENOVATION TO APARTMENT #8 ON THE 3 FLOOR.NO CHA
		  
		
			 Work on Floor(s): 003
"
1085354	423 WEST  125 STREET MANHATTAN	01/27/2009	110444047	01	A2	R PERMIT-ENTIRE	01/27/2009	0013383 RA	HUNTER		NOT APPLICABLE	" 
		
			 MINOR INTERIOR RENOVATION TO APARTMENT #1 ON THE 2 FLOOR.NO CHANGE IN
		  
		
			 Work on Floor(s): 002
"
1085354	423 WEST  125 STREET MANHATTAN	11/10/2008	110385155	01	A2	R PERMIT-ENTIRE	12/08/2008	0013383 RA	HUNTER		NOT APPLICABLE	" 
		
			 MINOR INTERIOR RENOVATION TO EXISTING APARTMENT #4 ON THE 2 FLOOR.NO CHANG
		"
1055877	369 MANHATTAN AVENUE MANHATTAN	04/03/2015	120429438	03	A1	P APPROVED	04/07/2015		PARMET		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,001,002,003
"
1055877	369 MANHATTAN AVENUE MANHATTAN	04/17/2013	120429438	02	A1	J P/E DISAPPROVED	06/10/2013		BIVIANO		NOT APPLICABLE	" 
		
			 DOC WITHDRAWN 08/06/2014
		  
		
			 Work on Floor(s): CEL,001,002,003
"
1055877	369 MANHATTAN AVENUE MANHATTAN	09/16/2010	120429438	01	A1	X SIGNED OFF	04/09/2015	0032813 PE	PARMET		NOT APPLICABLE	" 
		
			 FILING TO CONVERT EXISTING 2 FAMILY TO 3 FAMILY BUILDING.OBTAIN NEW C.O AS
		  
		
			 Work on Floor(s): CEL,001,002,003
"
1055877	369 MANHATTAN AVENUE MANHATTAN	01/09/2003	103346559	01	A3	X SIGNED OFF	08/12/2014		HAHN		NOT APPLICABLE	" 
		
			 INSTALL NON-ILLUMINATED AWINING 18'(W) X 3-6"" (H) X 11' (PERJECTION)
		"
1088880	236 WEST  123 STREET MANHATTAN	08/01/2014	122087348	01	A2	X SIGNED OFF	03/11/2015	0034150 RA	MUSMAN		NOT APPLICABLE	" 
		
			 ERECTION OF A PORCH ON THE FIRST FLOOR LEVEL WITH STAIRS TO THE REAR YARD.
		  
		
			 Work on Floor(s): BAS,001
"
1088880	236 WEST  123 STREET MANHATTAN	01/13/2012	120949091	01	SC	U COMPLETED	01/31/2012	0023176 RA	SOLARIK		NOT APPLICABLE	" 
		
			 CONVERSION OF TWO FAMILY HOUSE INTO CONDOMINIUMS.
		  
		
			 Work on Floor(s): CEL,GRD                  001 thru 005
"
1088880	236 WEST  123 STREET MANHATTAN	01/28/2008	103984823	06	A1	P APPROVED	01/30/2008	0016162 RA	Turner		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002          004 thru 005
"
1088880	236 WEST  123 STREET MANHATTAN	03/22/2007	103984823	05	A1	P APPROVED	03/26/2007	0016162 RA	Turner		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002          004 thru 005
"
1088880	236 WEST  123 STREET MANHATTAN	01/12/2006	103984823	04	A1	P APPROVED	11/01/2006	0016162 RA	Turner		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002          004 thru 005
"
1088880	236 WEST  123 STREET MANHATTAN	12/09/2005	103984823	03	A1	P APPROVED	01/09/2006	0016162 RA	Turner		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002          004 thru 005
"
1088880	236 WEST  123 STREET MANHATTAN	11/09/2005	103984823	02	A1	P APPROVED	11/21/2005	0016162 RA	Turner		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002          004 thru 005
"
1088880	236 WEST  123 STREET MANHATTAN	12/03/2004	103984823	01	A1	X SIGNED OFF	02/01/2008	0016162 RA	Turner		NOT APPLICABLE	" 
		
			 Application to supercede 103612315 for residential renovation &
		  
		
			 Work on Floor(s): CEL,BAS,001,002          004 thru 005
"
1088880	236 WEST  123 STREET MANHATTAN	12/03/2004	103984814	01	A2	J P/E DISAPPROVED	12/09/2004	0016162 RA	Turner		NOT APPLICABLE	" 
		
			 JOB WITHDRAWN 05/21/2007 New sprinkler system including new water service.
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003      004 thru 005
"
1088880	236 WEST  123 STREET MANHATTAN	11/18/2003	103612315	01	A1	P APPROVED	11/18/2003	0026713 RA	RIGGIO		NOT APPLICABLE	" 
		
			 JOB WITHDRAWN 11/26/2007 FOUR FAMILY CONVERSION AND ALTERATION OF EXISTING
		  
		
			 Work on Floor(s): CEL,BAS                  001 thru 003
"
1088880	236 WEST  123 STREET MANHATTAN	11/24/1998	102184912	01	A2	Q PERMIT-PARTIAL	11/24/1998	0010971 RA	RUDERMAN		NOT APPLICABLE	" 
		
			 JOB WITHDRAWN 11/26/2007 FILING TO REPLACE FLOOR JOISTS AS REQUIRED & INST
		"
1059712	563 WEST  125 STREET MANHATTAN	12/05/2014	122212827	01	A1	J P/E DISAPPROVED	01/02/2015	0087310 PE	GUNAL		NOT APPLICABLE	" 
		
			 CONVERSION OF EXISTING CELLAR STORAGE ROOMS INTO A TENANT MEETING ROOM,
		  
		
			 Work on Floor(s): CEL
"
1059712	563 WEST  125 STREET MANHATTAN	07/19/2012	121079313	02	A2	P APPROVED	07/25/2012		CHANG		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 001,ROF
"
1059712	563 WEST  125 STREET MANHATTAN	07/19/2012	121153063	01	A1	J P/E DISAPPROVED	07/24/2012	0087310 PE	GUNAL		NOT APPLICABLE	" 
		
			 CONVERSION OF EXISTING CELLAR STORAGE ROOMS INTO A TENANT MEETING ROOM,
		  
		
			 Work on Floor(s): CEL
"
1059712	563 WEST  125 STREET MANHATTAN	07/02/2012	121136412	01	A2	R PERMIT-ENTIRE	12/16/2013	0087310 PE	GUNAL,		NOT APPLICABLE	" 
		
			 NEW STRUCTURAL STEEL GARBAGE PLATFORM AT MIDDLE COURT YARD AS PER PLANS FI
		  
		
			 Work on Floor(s): 001
"
1059712	563 WEST  125 STREET MANHATTAN	05/31/2012	121079313	01	A2	X SIGNED OFF	11/04/2015	0089081 PE	KIM		NOT APPLICABLE	" 
		
			 RENOVATION OF DOCTORE OFFICE, INCLUDING INSTALLATION OF PARTITION, PLUMBIN
		  
		
			 Work on Floor(s): 001,ROF
"
1059712	563 WEST  125 STREET MANHATTAN	07/13/2011	120755691	01	A2	X SIGNED OFF	03/01/2012	0087310 PE	GUNAL		NOT APPLICABLE	" 
		
			 NEW FRAMED WALL AT 1ST FLOOR. FIRESTOPPING. NEW STEEL PLATFORM. NEW ROOF T
		  
		
			 Work on Floor(s): 001
"
1059712	563 WEST  125 STREET MANHATTAN	06/02/2011	120708911	01	A2	X SIGNED OFF	07/27/2011	0087310 PE	GUNAL		NOT APPLICABLE	" 
		
			 FACADE REPAIRS AS PER PLANS FILED.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.
		  
		
			 Work on Floor(s):                          001 thru 006
"
1059712	563 WEST  125 STREET MANHATTAN	06/02/2011	120698664	02	A2	X SIGNED OFF	09/28/2015	0034414 RA	KIM		NOT APPLICABLE	" 
		
			 RELOCATE 17 SPRINKLER HEADS. NO CHANGE TO USE EGRESS OR OCCUPANCY.
		  
		
			 Work on Floor(s): 1ST
"
1059712	563 WEST  125 STREET MANHATTAN	06/02/2011	120698664	01	A2	X SIGNED OFF	09/28/2015	0034414 RA	KIM		NOT APPLICABLE	" 
		
			 ERECT NEW PARTITIONS POSITIONED IN ONE HALF OF COMMERCIAL SPACE. RELATED
		  
		
			 Work on Floor(s): 1ST
"
1059712	563 WEST  125 STREET MANHATTAN	11/17/2010	104705240	07	A1	P APPROVED	11/18/2010		GREBSKI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 6
"
1059712	563 WEST  125 STREET MANHATTAN	11/10/2010	104705240	06	A1	G PAA FEE DUE	11/10/2010		GREBSKI		NOT APPLICABLE	" 
		
			 DOC WITHDRAWN 11/17/2010
		  
		
			 Work on Floor(s): 6
"
1059712	563 WEST  125 STREET MANHATTAN	05/14/2010	120354151	01	A3	R PERMIT-ENTIRE	07/08/2010	0076460 PE	GREBSKI		NOT APPLICABLE	" 
		
			 JOB WITHDRAWN 09/16/2010 SEE SECTION #24.
		  
		
			 Work on Floor(s): 001
"
1059712	563 WEST  125 STREET MANHATTAN	03/04/2010	104705240	05	A1	P APPROVED	03/15/2010		GREBSKI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 6
"
1059712	563 WEST  125 STREET MANHATTAN	03/16/2009	104705240	04	A1	P APPROVED	04/02/2009		GREBSKI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 6
"
1059712	563 WEST  125 STREET MANHATTAN	01/20/2009	104705240	03	A1	P APPROVED	02/09/2009		GREBSKI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 6
"
1059712	563 WEST  125 STREET MANHATTAN	08/29/2008	104705240	02	A1	P APPROVED	09/24/2008	0076460 PE	GREBSKI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 6
"
1059712	563 WEST  125 STREET MANHATTAN	03/24/2008	110220323	01	A3	X SIGNED OFF	12/10/2009	OT	HARRINGT		NOT APPLICABLE	" 
		
			 INSTALLATION OF A HEAVY DUTY SIDEWALK SHED 140' DURING FACADE REPAIR. NO C
		  
		
			 Work on Floor(s): 1
"
1059712	563 WEST  125 STREET MANHATTAN	03/11/2008	110218933	01	A3	X SIGNED OFF	10/12/2010	0076460 PE	TAHSEEN		NOT APPLICABLE	" 
		
			 SHORING AND BRACING IN CONJUNCTION WITH BUILDING APPLICATION 104705240  NO
		  
		
			 Work on Floor(s):                          1   thru 6
"
1059712	563 WEST  125 STREET MANHATTAN	03/16/2007	104705240	01	A1	X SIGNED OFF	11/30/2010	0076460 PE	GREBSKI		NOT APPLICABLE	" 
		
			 SUBSTANTIAL REHABILITATION: NEWFLOORS, WALLS, KITCHENS,
		  
		
			 Work on Floor(s): 6
"
1059712	563 WEST  125 STREET MANHATTAN	03/29/2000	102856599	01	A2	X SIGNED OFF	10/20/2006	0071073 PE	SIEGEL		NOT APPLICABLE	" 
		
			 INSTALLATION OF COMPLETE NEW ROOF SYSTEM, CONSTRUCT NEW PARAPET WALLS AND
		  
		
			 Work on Floor(s): ROF
"
1059712	563 WEST  125 STREET MANHATTAN	09/08/1995	101080526	01	A2	R PERMIT-ENTIRE	09/19/1995	0641611 PE	PATEL		NOT APPLICABLE	" 
		
			 JOB WITHDRAWN 09/24/2009 REMOVE DETERIORATED 14 WOODEN STEPS LAND ING 3'X3
		"
1062154	501 WEST  150 STREET MANHATTAN	10/11/2017	123019624	03	A2	P APPROVED	10/18/2017		YEN		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 004
"
1062154	501 WEST  150 STREET MANHATTAN	05/24/2017	123019624	02	A2	P APPROVED	09/22/2017		YEN		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01 PROPOSED MINOR TOUCH UP, PAINTING & SANDING
		  
		
			 Work on Floor(s): CEL                      001 thru 004
"
1062154	501 WEST  150 STREET MANHATTAN	04/03/2017	123019624	01	A2	R PERMIT-ENTIRE	05/18/2017	0051576 PE	YEN		NOT APPLICABLE	" 
		
			 PROPOSED MINOR TOUCH UP, PAINTING & SANDING EXIST. FLOORING AS PER PLAN. R
		  
		
			 Work on Floor(s): CEL                      001 thru 004
"
1062154	501 WEST  150 STREET MANHATTAN	05/06/2011	120681716	01	A3	R PERMIT-ENTIRE	05/09/2011	0033652 RA	STILES		NOT APPLICABLE	" 
		
			 INSTALLATION OF SIDEWALK SHED AS PER PLANS.  NO CHANGE IN USE OCCUPANCY OR
		  
		
			 Work on Floor(s): OSP
"
1062154	501 WEST  150 STREET MANHATTAN	09/13/2007	104901091	01	A1	J P/E DISAPPROVED	09/19/2007	0028575 RA	SHEKONI		NOT APPLICABLE	" 
		
			 CONVERSION OF EXISTING FOUR FAMILY TO FIVE FAMILY. OBTAIN NEW CERTIFICATE
		  
		
			 Work on Floor(s): CEL,001,002,003,004
"
1062154	501 WEST  150 STREET MANHATTAN	06/09/2006	104248690	02	A1	P APPROVED	06/26/2006	0028575 RA	SHEKONI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 004
"
1062154	501 WEST  150 STREET MANHATTAN	10/13/2005	104248690	01	A1	X SIGNED OFF	06/28/2007	0028575 RA	SHEKONI		NOT APPLICABLE	" 
		
			 RENOVATION OF EXISTING RESIDENTIAL BUILDING AS PER PLAN; AND CONVERT FRO
		"
1061409	426 WEST  147 STREET MANHATTAN	01/09/2003	103193928	04	A1	P APPROVED	01/10/2003	0023066 RA	LIBASCI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1061409	426 WEST  147 STREET MANHATTAN	12/04/2002	103193928	03	A1	P APPROVED	12/11/2002	0023066 RA	LIBASCI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1061409	426 WEST  147 STREET MANHATTAN	11/15/2002	103193928	02	A1	D A/P ENTIRE	11/19/2002	0023066 RA	LIBASCI		NOT APPLICABLE	" 
		
			 DOC WITHDRAWN 12/09/2002
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1061409	426 WEST  147 STREET MANHATTAN	06/28/2002	103193928	01	A1	X SIGNED OFF	07/24/2003	0023066 RA	LIBASCI		NOT APPLICABLE	" 
		
			 CONVERT SRO BUILDING INTO A TWO FAMILY , MINOR PARTITIONS AND PLUMBING WOR
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1061409	426 WEST  147 STREET MANHATTAN	03/21/2002	103117869	01	A2	X SIGNED OFF	12/20/2002	0050579 PE	RUDIKOFF		NOT APPLICABLE	" 
		
			 REPLACE BOILER AND OIL BURNER.(NYC BOILE R#49579-01) NO CHANGE IN EGRESS
		"
1062098	501 WEST  149 STREET MANHATTAN	07/01/1996	100826475	06	A1	P APPROVED	07/09/1996	0012068 RA	ROMAIN		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CLR,+5
"
1062098	501 WEST  149 STREET MANHATTAN	07/01/1996	100826475	05	A1	P APPROVED	07/09/1996	0012068 RA	ROMAIN		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 02
		  
		
			 Work on Floor(s): CLR,001,002,003,004,005
"
1062098	501 WEST  149 STREET MANHATTAN	06/04/1996	101321455	01	A2	X SIGNED OFF	01/17/2001	0012068 RA	ROMAIN		NOT APPLICABLE	" 
		
			 INSTALLATION OF BOILER IN REFERENCE TO APPLICATION #100826475. NO CHANG
		  
		
			 Work on Floor(s): CEL
"
1062098	501 WEST  149 STREET MANHATTAN	06/04/1996	100826475	04	A1	P APPROVED	06/10/1996	0012068 RA	ROMAIN		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CLR,+5
"
1062098	501 WEST  149 STREET MANHATTAN	05/21/1996	100826475	03	A1	D A/P ENTIRE	05/21/1996	0012068 RA	ROMAIN		NOT APPLICABLE	" 
		
			 DOC WITHDRAWN 07/22/1996
		  
		
			 Work on Floor(s): CLR                      001 thru 005
"
1062098	501 WEST  149 STREET MANHATTAN	12/08/1995	101167256	01	A3	R PERMIT-ENTIRE	12/12/1995		BRESLIN		NOT APPLICABLE	" 
		
			 INSTALLATION OF SHED 170' DURING FACADE REPAIR. NO CHANGE IN USE, EGRESS
		  
		
			 Work on Floor(s): GRD
"
1062098	501 WEST  149 STREET MANHATTAN	10/17/1994	100826475	02	A1	X SIGNED OFF	10/10/1996	0012068 RA	ROMAIN		NOT APPLICABLE	" 
		
			 INSTALLATION OF NEW H.W. HEATER & BOILER PL. FIXTURES AS PER PLANS.
		  
		
			 Work on Floor(s): CLR,001,002,003,004,005
"
1062098	501 WEST  149 STREET MANHATTAN	05/03/1994	100826475	01	A1	X SIGNED OFF	01/16/2001	0012068 RA	ROMAIN		NOT APPLICABLE	" 
		
			 INSTALLATION OF NEW INTERIOR PARTITIONS, CEILINGS, DOORS, FLOORS,
		  
		
			 Work on Floor(s): CLR,+5
"
1062098	501 WEST  149 STREET MANHATTAN	12/08/1993	100737598	01	SG	R PERMIT-ENTIRE	01/06/1994		BROWN		NOT APPLICABLE	" 
		
			 ERECT NON-ILLUMINATED WALL SIGN  3' NEWP ORT
		  
		
			 Work on Floor(s): 1
"
1062098	501 WEST  149 STREET MANHATTAN	11/17/1993	100731040	01	SG	R PERMIT-ENTIRE	01/06/1994	SSH157	BROWN		NOT APPLICABLE	" 
		
			 ERECT NON-ILLUMINATED WALL SIGN 3' NEWPO RT LOGO  1800 AMSTERDAM FOOD CO
		"
1061510	401 WEST  148 STREET MANHATTAN	03/13/1992	100381793	01	A2	H P/E IN PROCESS	03/16/1992	0039622 PE	PEROTTO		NOT APPLICABLE	" 
		
			 INSTALL GAS BOILER, BURNER & (2) HOT WATER HEATERS.
		  
		
			 Work on Floor(s): CEL
"
1061510	401 WEST  148 STREET MANHATTAN	04/02/1991	100239537	01	A2	R PERMIT-ENTIRE	05/16/1991	0036091 PE	JONASSEN		NOT APPLICABLE	" 
		
			 INSTALLATION OF AN ANSUL SYSTEM UNDER THE KITCHEN HOOD.NO CHANGE IN
		  
		
			 Work on Floor(s): 1
"
1061510	401 WEST  148 STREET MANHATTAN	03/26/1991	100238057	01	A2	Q PERMIT-PARTIAL	04/29/1991	0058090 PE	WAI		NOT APPLICABLE	" 
		
			 RENOVATE EXISTING STORE FOR A FAST FOOD ESTABLISHMENT U.G. #6. NO
		"
1061810	512 WEST  142 STREET MANHATTAN	11/13/2012	120012574	03	A1	P APPROVED	11/14/2012		AFSHARI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,001,002,003,004
"
1061810	512 WEST  142 STREET MANHATTAN	07/20/2011	120012574	02	A1	P APPROVED	06/08/2012		AFSHARI		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,001,002,003,004
"
1061810	512 WEST  142 STREET MANHATTAN	04/16/2009	120012574	01	A1	X SIGNED OFF	11/15/2012	0069849 PE	AFSHARI		NOT APPLICABLE	" 
		
			 PROP. TO CONVERT FROM 12 CLASS B UNITS AND 1 CLASS A UNIT TO A 3-FAMILY
		"
1060375	206 WEST  140 STREET MANHATTAN	12/30/2015	140444785	01	A2	X SIGNED OFF	07/26/2016	0019542 RA	GROSS		NOT APPLICABLE	" 
		
			 PROPOSED INSTALLATION OF NEW DOOR FROM APARTMENT TO PUBLIC CORRIDOR, INCLU
		  
		
			 Work on Floor(s): 001
"
1060375	206 WEST  140 STREET MANHATTAN	12/15/2015	140440850	01	A2	H P/E IN PROCESS	12/15/2015	0019542 RA	GROSS		NOT APPLICABLE	" 
		
			 JOB WITHDRAWN 12/15/2015 PROPOSED INSTALLATION OF NEW DOOR FROM APARTMENT
		  
		
			 Work on Floor(s): 001
"
1060375	206 WEST  140 STREET MANHATTAN	07/17/2013	121718301	01	A3	R PERMIT-ENTIRE	07/18/2013	0033652 RA	STILES		NOT APPLICABLE	" 
		
			 PROPOSED INSTALLATION OF PIPE SCAFFOLD FOR REMEDIAL REPAIR AS PER PLAN. NO
		  
		
			 Work on Floor(s): OSP
"
1060375	206 WEST  140 STREET MANHATTAN	07/17/2013	121718294	01	A3	R PERMIT-ENTIRE	07/18/2013	0033652 RA	STILES		NOT APPLICABLE	" 
		
			 PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FILED FOR REMEDIAL REPAI
		  
		
			 Work on Floor(s): OSP
"
1060375	206 WEST  140 STREET MANHATTAN	07/01/2013	121700016	01	A2	Q PERMIT-PARTIAL	07/01/2013	0022285 RA	OXLEY		NOT APPLICABLE	" 
		
			 FACADE AND PARAPET REPAIR AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPAN
		  
		
			 Work on Floor(s): CEL                      001 thru 006
"
1060375	206 WEST  140 STREET MANHATTAN	07/01/2013	140092986	01	A2	H P/E IN PROCESS	07/01/2013	0022285 RA	OXLEY		NOT APPLICABLE	" 
		
			 ADMIN CLOSED 08/30/2013 FACADE AND PARAPET REPAIR AS PER PLAN. NO CHANGE I
		  
		
			 Work on Floor(s): CEL                      001 thru 006
"
1060375	206 WEST  140 STREET MANHATTAN	06/08/2011	120712265	01	A2	R PERMIT-ENTIRE	10/20/2011	0047135 PE	GERMAIN		NOT APPLICABLE	" 
		
			 REPLACE 92) NEW HOT WATER BOILERS WITH INTEGRAL BURNERS. RECONNECT EXISTIN
		  
		
			 Work on Floor(s): CEL
"
1060375	206 WEST  140 STREET MANHATTAN	06/22/1998	100902793	04	A1	P APPROVED	08/05/1998	0021623 RA	SKARBINS		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 006
"
1060375	206 WEST  140 STREET MANHATTAN	07/17/1997	101546828	01	A3	R PERMIT-ENTIRE	12/19/1997		BRESLIN		NOT APPLICABLE	" 
		
			 INSTALLATION OF SHED 40' DURING FACADE REPAIR. SHED TO COMPLY WITH
		  
		
			 Work on Floor(s): GRD
"
1060375	206 WEST  140 STREET MANHATTAN	11/14/1996	100902793	03	A1	P APPROVED	12/04/1996	0021623 RA	SKARBINS		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 006
"
1060375	206 WEST  140 STREET MANHATTAN	07/22/1996	100902793	02	A1	P APPROVED	08/08/1996	0021623 RA	SKARBINS		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 006
"
1060375	206 WEST  140 STREET MANHATTAN	03/31/1995	101017150	01	A3	R PERMIT-ENTIRE	04/07/1995		CARIO		NOT APPLICABLE	" 
		
			 TO ERECT TEMPORARY FENCE.
		  
		
			 Work on Floor(s): GND
"
1060375	206 WEST  140 STREET MANHATTAN	09/09/1994	100902793	01	A1	X SIGNED OFF	10/05/1998	0021623 RA	SKARBINS		NOT APPLICABLE	" 
		
			 REHABILITATION OF BUILDING TO INCLUDE PARTIAL REPLACEMENT OF WOOD
		  
		
			 Work on Floor(s): CEL                      001 thru 006
"
1060375	206 WEST  140 STREET MANHATTAN	09/19/1990	100115448	01	A3	R PERMIT-ENTIRE	09/21/1990	0049161 PE	GUTTMAN		NOT APPLICABLE	" 
		
			 REPLACEMENT OF EXISTING DAMAGED WOOD JOISTS ONLY AT APT #16A.
		"
1059629	102 CONVENT AVENUE MANHATTAN	10/30/2017	122918101	02	A1	P APPROVED	11/03/2017		IONESCU		GRANTED 02/23/2017	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 006
"
1059629	102 CONVENT AVENUE MANHATTAN	06/08/2017	121227350	01	A2	R PERMIT-ENTIRE	09/15/2017	0059479 PE	HARWOOD		NOT APPLICABLE	" 
		
			 STRUCTURAL AND FOUNDATION WORK AS PER PLANS FILED HEREWITH.  THIS APPLICAT
		  
		
			 Work on Floor(s): CEL,001,ROF              002 thru 006
"
1059629	102 CONVENT AVENUE MANHATTAN	06/05/2017	121275413	01	A2	R PERMIT-ENTIRE	11/14/2017	0082508 PE	MONTAGUE		NOT APPLICABLE	" 
		
			 INSTALLATION OF AN AUTOMATIC SMOKE/HEAT/CO DETECTION & SPRINKLER FIRE ALAR
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 006
"
1059629	102 CONVENT AVENUE MANHATTAN	06/05/2017	121293616	01	A2	P APPROVED	06/06/2017	0082508 PE	MONTAGUE		NOT APPLICABLE	" 
		
			 MODIFICATION OF EXISTING SPRINKLER SYSTEM AS PER PLANS FILED HEREWITH.  NO
		  
		
			 Work on Floor(s): CEL,006,ROF
"
1059629	102 CONVENT AVENUE MANHATTAN	06/05/2017	121293607	01	A2	R PERMIT-ENTIRE	10/10/2017	0082508 PE	MONTAGUE		NOT APPLICABLE	" 
		
			 MECHANICAL AND PLUMBING WORK AS PER PLANS FILED HEREWITH.  THIS APPLICATIO
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 006
"
1059629	102 CONVENT AVENUE MANHATTAN	10/17/2016	122918101	01	A1	Q PERMIT-PARTIAL	10/06/2017	0020424 RA	IONESCU		GRANTED 02/23/2017	" 
		
			 BUILDING ENLARGEMENT CONSISTING OF ADDITION OF ONE FLOOR (6) ALONG WITH RE
		  
		
			 Work on Floor(s): CEL,ROF                  001 thru 006
"
1059629	102 CONVENT AVENUE MANHATTAN	08/29/2016	122874247	01	A2	R PERMIT-ENTIRE	09/29/2016	0020424 RA	IONESCU		NOT APPLICABLE	" 
		
			 CONSTRUCTION OF INTERIOR PARTITIONS TO CREATE A STORAGE ROOM AS PER PLANS
		  
		
			 Work on Floor(s): 001
"
1059629	102 CONVENT AVENUE MANHATTAN	08/20/2012	121350260	01	A3	X SIGNED OFF	05/07/2014	0029017 RA	WESOLOWS		NOT APPLICABLE	" 
		
			 PROPOSED WINDOW REPLACEMENT,BRICK REPLACEMENT,POINTING WORK AS PER PLANS.
		  
		
			 Work on Floor(s):                          001 thru 005
"
